customer_id,customer_code,first_name,last_name,email,segment,preferred_channel,home_region,join_date,age_band,is_churned
261,MC000261,Linda,Martinez,linda.martinez261@example.com,Loyalty Member,In-Store,West,2018-10-23,25-34,False
262,MC000262,Arjun,Singh,arjun.singh262@example.com,Consumer,In-Store,East,2023-04-03,65+,False
263,MC000263,John,Smith,john.smith263@example.com,Loyalty Member,Online,West,2020-02-29,65+,False
264,MC000264,David,Wilson,david.wilson264@example.com,Loyalty Member,Mobile App,East,2022-10-01,18-24,False
265,MC000265,Mei,Smith,mei.smith265@example.com,Loyalty Member,Mobile App,West,2020-06-24,65+,False
266,MC000266,Lucas,Garcia,lucas.garcia266@example.com,Consumer,Mobile App,West,2020-04-18,25-34,False
267,MC000267,Yuki,White,yuki.white267@example.com,Corporate,Mobile App,Central,2021-10-20,45-54,False
268,MC000268,Elizabeth,Johnson,elizabeth.johnson268@example.com,Consumer,In-Store,Central,2024-10-31,18-24,False
269,MC000269,Linda,Jones,linda.jones269@example.com,Corporate,Online,Central,2019-12-19,18-24,False
270,MC000270,Patricia,Wilson,patricia.wilson270@example.com,Loyalty Member,Mobile App,East,2026-01-21,65+,False
271,MC000271,Diego,Williams,diego.williams271@example.com,Corporate,In-Store,East,2019-03-12,55-64,False
272,MC000272,Robert,Rodriguez,robert.rodriguez272@example.com,Loyalty Member,Online,Central,2025-07-01,45-54,True
273,MC000273,Arjun,Nguyen,arjun.nguyen273@example.com,Consumer,In-Store,East,2025-11-28,45-54,False
274,MC000274,Patricia,White,patricia.white274@example.com,Consumer,Mobile App,West,2023-02-10,18-24,True
275,MC000275,Isabella,Anderson,isabella.anderson275@example.com,Consumer,In-Store,East,2019-06-13,18-24,False
276,MC000276,Robert,White,robert.white276@example.com,Consumer,In-Store,East,2025-05-29,25-34,False
277,MC000277,Arjun,Brown,arjun.brown277@example.com,Corporate,In-Store,West,2026-01-11,35-44,True
278,MC000278,Olivia,Jones,olivia.jones278@example.com,Consumer,In-Store,Central,2023-12-11,25-34,False
279,MC000279,Emma,Nguyen,emma.nguyen279@example.com,Consumer,Online,Central,2019-11-24,55-64,False
280,MC000280,Ananya,Brown,ananya.brown280@example.com,Loyalty Member,In-Store,West,2020-09-21,35-44,True
281,MC000281,Lucas,Perez,lucas.perez281@example.com,Loyalty Member,Online,West,2022-05-03,35-44,False
282,MC000282,Carlos,Lee,carlos.lee282@example.com,Corporate,Online,East,2020-04-06,35-44,True
283,MC000283,Priya,Brown,priya.brown283@example.com,Consumer,Online,West,2023-10-03,35-44,False
284,MC000284,Ethan,Lee,ethan.lee284@example.com,Loyalty Member,Mobile App,Central,2019-09-01,25-34,False
285,MC000285,Ava,Chen,ava.chen285@example.com,Consumer,In-Store,West,2025-08-28,18-24,True
286,MC000286,Liam,Patel,liam.patel286@example.com,Consumer,In-Store,West,2018-02-12,45-54,False
287,MC000287,Wei,Rodriguez,wei.rodriguez287@example.com,Consumer,Mobile App,East,2022-02-07,45-54,False
288,MC000288,Elizabeth,Brown,elizabeth.brown288@example.com,Consumer,In-Store,East,2020-07-19,35-44,False
289,MC000289,Noah,Johnson,noah.johnson289@example.com,Consumer,Online,Central,2026-03-02,35-44,False
290,MC000290,Wei,Kim,wei.kim290@example.com,Consumer,Online,West,2022-11-25,45-54,False
291,MC000291,Mary,Patel,mary.patel291@example.com,Consumer,Online,East,2019-12-09,18-24,False
292,MC000292,Ethan,Anderson,ethan.anderson292@example.com,Consumer,In-Store,Central,2023-02-10,35-44,False
293,MC000293,Ananya,Davis,ananya.davis293@example.com,Consumer,In-Store,Central,2018-09-20,18-24,True
294,MC000294,James,Davis,james.davis294@example.com,Consumer,In-Store,Central,2022-02-24,18-24,False
295,MC000295,Yuki,Moore,yuki.moore295@example.com,Consumer,In-Store,Central,2022-07-04,35-44,False
296,MC000296,Lucas,Thomas,lucas.thomas296@example.com,Consumer,Mobile App,East,2023-04-12,35-44,False
297,MC000297,Ananya,Thomas,ananya.thomas297@example.com,Loyalty Member,In-Store,Central,2019-03-10,65+,False
298,MC000298,Lucas,Jackson,lucas.jackson298@example.com,Consumer,Online,Central,2020-07-19,45-54,True
299,MC000299,Olivia,Lee,olivia.lee299@example.com,Corporate,In-Store,Central,2019-05-27,55-64,False
300,MC000300,John,Nguyen,john.nguyen300@example.com,Consumer,Mobile App,East,2019-01-14,45-54,False
301,MC000301,Zara,Perez,zara.perez301@example.com,Consumer,Online,Central,2024-10-09,55-64,False
302,MC000302,Noah,Lee,noah.lee302@example.com,Loyalty Member,Online,Central,2018-11-12,35-44,True
303,MC000303,Omar,Perez,omar.perez303@example.com,Loyalty Member,In-Store,East,2020-02-05,25-34,False
304,MC000304,Carlos,Anderson,carlos.anderson304@example.com,Consumer,In-Store,East,2019-11-04,25-34,True
305,MC000305,Ananya,Johnson,ananya.johnson305@example.com,Consumer,In-Store,East,2018-08-16,35-44,False
306,MC000306,Isabella,Jones,isabella.jones306@example.com,Consumer,Online,West,2024-04-12,65+,False
307,MC000307,Fatima,Jones,fatima.jones307@example.com,Corporate,Mobile App,East,2024-10-02,35-44,False
308,MC000308,Michael,Wilson,michael.wilson308@example.com,Loyalty Member,In-Store,West,2025-01-18,18-24,False
309,MC000309,Lucas,Lee,lucas.lee309@example.com,Corporate,Online,East,2019-11-09,35-44,False
310,MC000310,Ethan,Garcia,ethan.garcia310@example.com,Loyalty Member,Online,West,2020-08-08,25-34,False
311,MC000311,Arjun,Taylor,arjun.taylor311@example.com,Consumer,Mobile App,Central,2025-12-20,18-24,False
312,MC000312,James,Singh,james.singh312@example.com,Consumer,In-Store,West,2018-12-20,45-54,False
313,MC000313,Noah,Miller,noah.miller313@example.com,Consumer,In-Store,East,2024-02-03,35-44,True
314,MC000314,Linda,Garcia,linda.garcia314@example.com,Consumer,In-Store,Central,2022-08-07,35-44,False
315,MC000315,Michael,Singh,michael.singh315@example.com,Consumer,Online,East,2018-12-15,45-54,False
316,MC000316,Elizabeth,Garcia,elizabeth.garcia316@example.com,Loyalty Member,In-Store,East,2022-09-07,65+,False
317,MC000317,David,Lopez,david.lopez317@example.com,Consumer,In-Store,East,2023-10-25,25-34,False
318,MC000318,Linda,Williams,linda.williams318@example.com,Corporate,In-Store,West,2021-12-11,55-64,False
319,MC000319,Mei,Nguyen,mei.nguyen319@example.com,Consumer,In-Store,East,2021-10-06,25-34,False
320,MC000320,Ethan,Thomas,ethan.thomas320@example.com,Consumer,In-Store,East,2024-02-23,65+,False
321,MC000321,Noah,Lee,noah.lee321@example.com,Loyalty Member,In-Store,East,2025-08-10,35-44,False
322,MC000322,Noah,Jackson,noah.jackson322@example.com,Corporate,In-Store,East,2026-05-17,25-34,False
323,MC000323,Olivia,Kim,olivia.kim323@example.com,Loyalty Member,Online,Central,2021-08-30,25-34,False
324,MC000324,Carlos,Moore,carlos.moore324@example.com,Consumer,In-Store,West,2020-01-18,18-24,False
325,MC000325,Zara,Lopez,zara.lopez325@example.com,Loyalty Member,Mobile App,Central,2022-12-11,18-24,False
326,MC000326,Sofia,Chen,sofia.chen326@example.com,Loyalty Member,In-Store,Central,2025-03-03,35-44,False
327,MC000327,Emma,Thomas,emma.thomas327@example.com,Consumer,Mobile App,Central,2020-12-03,25-34,False
328,MC000328,Isabella,Moore,isabella.moore328@example.com,Consumer,Mobile App,Central,2024-01-17,35-44,False
329,MC000329,Jennifer,Lee,jennifer.lee329@example.com,Consumer,In-Store,West,2022-03-26,35-44,False
330,MC000330,Zara,Jones,zara.jones330@example.com,Consumer,Online,West,2019-08-25,18-24,False
331,MC000331,Patricia,Perez,patricia.perez331@example.com,Consumer,Online,East,2026-01-28,25-34,False
332,MC000332,John,Nguyen,john.nguyen332@example.com,Consumer,In-Store,East,2020-03-01,55-64,False
333,MC000333,Noah,Lee,noah.lee333@example.com,Consumer,Online,Central,2026-06-14,18-24,False
334,MC000334,Jennifer,Brown,jennifer.brown334@example.com,Consumer,Mobile App,East,2018-06-09,25-34,False
335,MC000335,Jennifer,Brown,jennifer.brown335@example.com,Consumer,Mobile App,East,2020-01-12,35-44,False
336,MC000336,Ava,Nguyen,ava.nguyen336@example.com,Loyalty Member,In-Store,Central,2021-08-25,65+,False
337,MC000337,James,Jackson,james.jackson337@example.com,Consumer,Online,West,2025-12-01,25-34,False
338,MC000338,Noah,Perez,noah.perez338@example.com,Consumer,In-Store,East,2025-05-07,18-24,False
339,MC000339,Sofia,Thomas,sofia.thomas339@example.com,Loyalty Member,In-Store,West,2018-02-26,45-54,False
340,MC000340,Omar,Jones,omar.jones340@example.com,Loyalty Member,Online,Central,2018-07-17,25-34,False
341,MC000341,Jennifer,Lee,jennifer.lee341@example.com,Consumer,In-Store,Central,2025-03-31,55-64,False
342,MC000342,Michael,Thomas,michael.thomas342@example.com,Corporate,In-Store,Central,2022-04-08,65+,True
343,MC000343,Isabella,Taylor,isabella.taylor343@example.com,Consumer,In-Store,West,2019-10-23,35-44,True
344,MC000344,Michael,Jackson,michael.jackson344@example.com,Consumer,Mobile App,Central,2024-11-22,35-44,False
345,MC000345,Wei,Garcia,wei.garcia345@example.com,Loyalty Member,In-Store,Central,2024-06-07,25-34,False
346,MC000346,Ethan,White,ethan.white346@example.com,Consumer,In-Store,West,2018-07-10,55-64,True
347,MC000347,Liam,Wilson,liam.wilson347@example.com,Corporate,In-Store,West,2022-10-17,25-34,False
348,MC000348,David,Brown,david.brown348@example.com,Loyalty Member,In-Store,East,2024-10-18,35-44,False
349,MC000349,Yuki,Moore,yuki.moore349@example.com,Consumer,In-Store,Central,2022-02-17,35-44,False
350,MC000350,Noah,Rodriguez,noah.rodriguez350@example.com,Consumer,Online,East,2021-02-12,55-64,False
351,MC000351,Arjun,Moore,arjun.moore351@example.com,Loyalty Member,Mobile App,Central,2021-02-11,65+,True
352,MC000352,Mary,Perez,mary.perez352@example.com,Corporate,Mobile App,West,2019-08-17,25-34,False
353,MC000353,Ava,Kim,ava.kim353@example.com,Consumer,In-Store,Central,2020-10-17,65+,False
354,MC000354,Robert,Johnson,robert.johnson354@example.com,Loyalty Member,In-Store,East,2020-06-01,25-34,False
355,MC000355,Wei,Taylor,wei.taylor355@example.com,Consumer,In-Store,East,2020-01-30,25-34,False
356,MC000356,David,Chen,david.chen356@example.com,Consumer,Online,Central,2019-11-04,35-44,False
357,MC000357,Isabella,Johnson,isabella.johnson357@example.com,Consumer,Mobile App,West,2020-06-24,55-64,False
358,MC000358,Ava,Singh,ava.singh358@example.com,Consumer,In-Store,Central,2020-05-19,45-54,False
359,MC000359,Mei,Kim,mei.kim359@example.com,Corporate,In-Store,Central,2020-08-08,35-44,True
360,MC000360,Jennifer,Wilson,jennifer.wilson360@example.com,Consumer,Mobile App,Central,2025-09-02,25-34,True
361,MC000361,Lucas,Lopez,lucas.lopez361@example.com,Loyalty Member,Mobile App,East,2023-04-08,45-54,False
362,MC000362,Priya,White,priya.white362@example.com,Consumer,Online,Central,2024-08-11,25-34,False
363,MC000363,Patricia,Jones,patricia.jones363@example.com,Loyalty Member,Mobile App,Central,2023-08-05,55-64,False
364,MC000364,Jennifer,Chen,jennifer.chen364@example.com,Consumer,Online,Central,2018-04-28,25-34,True
365,MC000365,Yuki,Moore,yuki.moore365@example.com,Loyalty Member,Mobile App,Central,2022-02-22,35-44,False
366,MC000366,Ava,Jackson,ava.jackson366@example.com,Consumer,Mobile App,West,2025-07-06,35-44,False
367,MC000367,Arjun,Davis,arjun.davis367@example.com,Loyalty Member,In-Store,Central,2025-12-15,18-24,False
368,MC000368,Robert,Miller,robert.miller368@example.com,Loyalty Member,In-Store,West,2023-10-11,25-34,False
369,MC000369,Isabella,Brown,isabella.brown369@example.com,Corporate,In-Store,Central,2020-03-02,18-24,True
370,MC000370,Robert,Rodriguez,robert.rodriguez370@example.com,Loyalty Member,In-Store,East,2021-07-06,55-64,False
371,MC000371,Arjun,Thomas,arjun.thomas371@example.com,Consumer,In-Store,East,2023-12-23,35-44,True
372,MC000372,Lucas,Davis,lucas.davis372@example.com,Consumer,In-Store,Central,2019-02-21,45-54,False
373,MC000373,Carlos,Kim,carlos.kim373@example.com,Consumer,In-Store,East,2025-10-27,55-64,False
374,MC000374,Mei,Rodriguez,mei.rodriguez374@example.com,Consumer,In-Store,Central,2023-10-08,18-24,True
375,MC000375,Mary,Nguyen,mary.nguyen375@example.com,Loyalty Member,In-Store,West,2024-12-27,45-54,False
376,MC000376,Sofia,Jones,sofia.jones376@example.com,Consumer,Mobile App,East,2022-01-10,25-34,False
377,MC000377,John,Jones,john.jones377@example.com,Loyalty Member,In-Store,West,2019-03-29,35-44,False
378,MC000378,Liam,Brown,liam.brown378@example.com,Loyalty Member,In-Store,Central,2024-04-14,18-24,False
379,MC000379,Linda,Nguyen,linda.nguyen379@example.com,Consumer,In-Store,West,2019-07-30,45-54,False
380,MC000380,Robert,Lopez,robert.lopez380@example.com,Loyalty Member,In-Store,Central,2024-08-09,65+,False
381,MC000381,Linda,Jackson,linda.jackson381@example.com,Loyalty Member,Online,West,2018-07-20,25-34,False
382,MC000382,David,Williams,david.williams382@example.com,Consumer,Mobile App,East,2021-09-20,25-34,False
383,MC000383,Elizabeth,Williams,elizabeth.williams383@example.com,Loyalty Member,Online,East,2023-09-29,25-34,False
384,MC000384,Fatima,Chen,fatima.chen384@example.com,Corporate,In-Store,West,2019-03-11,18-24,False
385,MC000385,Ava,Perez,ava.perez385@example.com,Corporate,Online,East,2025-04-08,18-24,False
386,MC000386,Mary,Chen,mary.chen386@example.com,Consumer,Online,East,2018-07-15,55-64,False
387,MC000387,Olivia,Miller,olivia.miller387@example.com,Consumer,In-Store,West,2022-11-10,35-44,True
388,MC000388,James,Lee,james.lee388@example.com,Corporate,In-Store,West,2020-07-01,35-44,False
389,MC000389,Sofia,Jackson,sofia.jackson389@example.com,Consumer,Mobile App,West,2021-03-24,35-44,False
390,MC000390,Wei,Davis,wei.davis390@example.com,Loyalty Member,In-Store,East,2018-06-05,55-64,False
391,MC000391,Robert,Williams,robert.williams391@example.com,Loyalty Member,Online,Central,2018-08-21,25-34,False
392,MC000392,Olivia,Lopez,olivia.lopez392@example.com,Consumer,In-Store,East,2020-11-02,65+,False
393,MC000393,Yuki,Martinez,yuki.martinez393@example.com,Loyalty Member,In-Store,West,2018-09-17,25-34,False
394,MC000394,Fatima,Jones,fatima.jones394@example.com,Corporate,In-Store,East,2025-05-27,25-34,False
395,MC000395,Mei,Johnson,mei.johnson395@example.com,Consumer,In-Store,Central,2026-01-08,35-44,False
396,MC000396,Liam,Perez,liam.perez396@example.com,Consumer,Online,East,2021-01-03,45-54,False
397,MC000397,Ethan,Rodriguez,ethan.rodriguez397@example.com,Loyalty Member,In-Store,West,2019-10-25,18-24,False
398,MC000398,Sofia,Perez,sofia.perez398@example.com,Consumer,Online,East,2022-10-31,35-44,False
399,MC000399,Patricia,Kim,patricia.kim399@example.com,Corporate,Online,West,2019-01-12,25-34,False
400,MC000400,Ananya,Williams,ananya.williams400@example.com,Loyalty Member,Mobile App,East,2021-06-07,65+,True
401,MC000401,Noah,Thomas,noah.thomas401@example.com,Consumer,Mobile App,East,2023-12-24,35-44,False
402,MC000402,Wei,Jones,wei.jones402@example.com,Consumer,Online,East,2022-03-11,35-44,False
403,MC000403,John,Wilson,john.wilson403@example.com,Loyalty Member,In-Store,East,2018-04-02,25-34,False
404,MC000404,Elizabeth,Rodriguez,elizabeth.rodriguez404@example.com,Corporate,In-Store,Central,2019-05-03,65+,False
405,MC000405,Isabella,Wilson,isabella.wilson405@example.com,Loyalty Member,Mobile App,Central,2024-02-01,55-64,False
406,MC000406,Mary,Rodriguez,mary.rodriguez406@example.com,Consumer,Online,East,2023-05-31,65+,True
407,MC000407,Arjun,Martinez,arjun.martinez407@example.com,Consumer,In-Store,Central,2023-02-07,35-44,False
408,MC000408,Zara,Nguyen,zara.nguyen408@example.com,Corporate,Mobile App,East,2025-05-05,45-54,False
409,MC000409,David,Anderson,david.anderson409@example.com,Consumer,Mobile App,Central,2018-09-07,18-24,False
410,MC000410,Emma,Wilson,emma.wilson410@example.com,Consumer,Online,Central,2025-07-08,45-54,False
411,MC000411,Mei,Perez,mei.perez411@example.com,Consumer,In-Store,West,2026-04-08,45-54,False
412,MC000412,Lucas,Lopez,lucas.lopez412@example.com,Corporate,Online,Central,2018-06-27,55-64,True
413,MC000413,Yuki,Martinez,yuki.martinez413@example.com,Consumer,Mobile App,West,2022-09-22,25-34,False
414,MC000414,Ananya,Rodriguez,ananya.rodriguez414@example.com,Corporate,Online,Central,2018-09-06,18-24,True
415,MC000415,Lucas,Johnson,lucas.johnson415@example.com,Loyalty Member,Online,West,2022-10-16,45-54,False
416,MC000416,Patricia,Rodriguez,patricia.rodriguez416@example.com,Loyalty Member,In-Store,East,2022-12-06,35-44,True
417,MC000417,Carlos,Kim,carlos.kim417@example.com,Loyalty Member,In-Store,East,2020-02-01,45-54,False
418,MC000418,Wei,Chen,wei.chen418@example.com,Corporate,In-Store,East,2019-06-04,35-44,False
419,MC000419,Liam,Jackson,liam.jackson419@example.com,Loyalty Member,Online,Central,2024-06-03,25-34,False
420,MC000420,Ava,Davis,ava.davis420@example.com,Loyalty Member,Mobile App,West,2020-08-13,18-24,False
421,MC000421,Omar,Moore,omar.moore421@example.com,Consumer,In-Store,West,2024-10-01,35-44,False
422,MC000422,Elizabeth,Nguyen,elizabeth.nguyen422@example.com,Consumer,Online,West,2022-01-27,45-54,True
423,MC000423,Linda,Moore,linda.moore423@example.com,Consumer,Mobile App,East,2022-09-27,35-44,False
424,MC000424,Mary,Wilson,mary.wilson424@example.com,Consumer,Mobile App,Central,2024-03-03,65+,False
425,MC000425,James,Johnson,james.johnson425@example.com,Loyalty Member,In-Store,West,2025-06-10,25-34,False
426,MC000426,Ethan,Lopez,ethan.lopez426@example.com,Loyalty Member,Online,West,2024-02-25,35-44,False
427,MC000427,Mei,Singh,mei.singh427@example.com,Consumer,In-Store,West,2019-01-08,18-24,False
428,MC000428,Lucas,Williams,lucas.williams428@example.com,Consumer,In-Store,Central,2020-01-23,55-64,False
429,MC000429,Elizabeth,Lee,elizabeth.lee429@example.com,Loyalty Member,Mobile App,East,2021-11-25,25-34,False
430,MC000430,Omar,Lopez,omar.lopez430@example.com,Consumer,Mobile App,East,2019-04-12,35-44,False
431,MC000431,Carlos,Patel,carlos.patel431@example.com,Loyalty Member,Mobile App,Central,2021-10-06,25-34,False
432,MC000432,Arjun,Patel,arjun.patel432@example.com,Consumer,Mobile App,West,2019-04-14,45-54,False
433,MC000433,Patricia,Chen,patricia.chen433@example.com,Loyalty Member,In-Store,Central,2019-10-24,35-44,False
434,MC000434,Jennifer,Jackson,jennifer.jackson434@example.com,Corporate,In-Store,Central,2020-03-20,55-64,False
435,MC000435,Jennifer,Lee,jennifer.lee435@example.com,Consumer,Mobile App,East,2023-02-16,18-24,False
436,MC000436,Linda,Chen,linda.chen436@example.com,Loyalty Member,In-Store,Central,2025-08-26,65+,False
437,MC000437,Sofia,Garcia,sofia.garcia437@example.com,Corporate,Online,East,2018-10-04,25-34,False
438,MC000438,Noah,Wilson,noah.wilson438@example.com,Corporate,Online,East,2019-07-12,45-54,False
439,MC000439,Sofia,Jones,sofia.jones439@example.com,Loyalty Member,In-Store,West,2026-01-13,35-44,False
440,MC000440,Olivia,Miller,olivia.miller440@example.com,Loyalty Member,Online,East,2024-02-16,65+,False
441,MC000441,Wei,Thomas,wei.thomas441@example.com,Consumer,In-Store,Central,2019-06-02,25-34,False
442,MC000442,Noah,Brown,noah.brown442@example.com,Loyalty Member,In-Store,East,2018-11-27,25-34,False
443,MC000443,Ava,Williams,ava.williams443@example.com,Loyalty Member,In-Store,West,2019-12-27,35-44,False
444,MC000444,Ethan,Lee,ethan.lee444@example.com,Loyalty Member,Online,West,2023-02-03,35-44,False
445,MC000445,Noah,Chen,noah.chen445@example.com,Consumer,Online,Central,2024-10-07,45-54,False
446,MC000446,Robert,Smith,robert.smith446@example.com,Corporate,In-Store,West,2024-12-31,25-34,False
447,MC000447,Olivia,Rodriguez,olivia.rodriguez447@example.com,Corporate,In-Store,West,2021-05-16,65+,False
448,MC000448,David,Anderson,david.anderson448@example.com,Consumer,Mobile App,West,2018-01-23,35-44,False
449,MC000449,Isabella,Jackson,isabella.jackson449@example.com,Loyalty Member,Online,Central,2024-03-11,65+,False
450,MC000450,Zara,Singh,zara.singh450@example.com,Consumer,Mobile App,Central,2020-03-16,35-44,False
451,MC000451,Elizabeth,Kim,elizabeth.kim451@example.com,Consumer,In-Store,West,2018-07-06,65+,True
452,MC000452,Ananya,Singh,ananya.singh452@example.com,Consumer,In-Store,West,2023-09-20,45-54,False
453,MC000453,Jennifer,Patel,jennifer.patel453@example.com,Corporate,In-Store,West,2023-07-26,25-34,False
454,MC000454,Jennifer,Lopez,jennifer.lopez454@example.com,Consumer,Online,East,2023-09-07,35-44,False
455,MC000455,Zara,Brown,zara.brown455@example.com,Consumer,Mobile App,East,2020-12-16,25-34,False
456,MC000456,Carlos,Thomas,carlos.thomas456@example.com,Consumer,Mobile App,Central,2024-06-28,18-24,True
457,MC000457,Elizabeth,Rodriguez,elizabeth.rodriguez457@example.com,Loyalty Member,Online,East,2019-07-19,25-34,False
458,MC000458,Ava,Brown,ava.brown458@example.com,Loyalty Member,In-Store,Central,2025-08-09,55-64,False
459,MC000459,Patricia,Jones,patricia.jones459@example.com,Consumer,Online,Central,2022-08-15,35-44,False
460,MC000460,Fatima,Kim,fatima.kim460@example.com,Consumer,In-Store,West,2021-02-10,35-44,False
461,MC000461,Liam,Anderson,liam.anderson461@example.com,Loyalty Member,In-Store,West,2020-03-02,18-24,True
462,MC000462,Ava,Miller,ava.miller462@example.com,Consumer,In-Store,East,2022-12-25,55-64,False
463,MC000463,Diego,Martinez,diego.martinez463@example.com,Corporate,Online,East,2025-01-26,25-34,False
464,MC000464,Ananya,Brown,ananya.brown464@example.com,Consumer,Online,East,2023-05-20,35-44,False
465,MC000465,Sofia,Perez,sofia.perez465@example.com,Consumer,In-Store,West,2019-02-19,35-44,False
466,MC000466,David,Rodriguez,david.rodriguez466@example.com,Consumer,In-Store,West,2018-12-20,35-44,False
467,MC000467,Isabella,Singh,isabella.singh467@example.com,Consumer,Online,East,2020-07-03,55-64,False
468,MC000468,Linda,Smith,linda.smith468@example.com,Consumer,In-Store,Central,2019-04-14,65+,False
469,MC000469,Linda,Miller,linda.miller469@example.com,Consumer,Mobile App,Central,2021-12-07,55-64,False
470,MC000470,Sofia,Kim,sofia.kim470@example.com,Consumer,In-Store,West,2020-07-05,65+,False
471,MC000471,Liam,White,liam.white471@example.com,Loyalty Member,Mobile App,West,2023-12-15,55-64,True
472,MC000472,Ethan,Nguyen,ethan.nguyen472@example.com,Corporate,In-Store,East,2020-05-14,35-44,False
473,MC000473,Liam,Davis,liam.davis473@example.com,Loyalty Member,In-Store,West,2024-04-02,45-54,True
474,MC000474,Fatima,Smith,fatima.smith474@example.com,Consumer,In-Store,East,2018-02-24,25-34,False
475,MC000475,Priya,Jones,priya.jones475@example.com,Loyalty Member,Online,West,2021-05-14,55-64,False
476,MC000476,Olivia,Martinez,olivia.martinez476@example.com,Loyalty Member,In-Store,East,2018-03-31,45-54,False
477,MC000477,Linda,Chen,linda.chen477@example.com,Consumer,In-Store,East,2018-10-06,25-34,False
478,MC000478,Zara,Martinez,zara.martinez478@example.com,Loyalty Member,Online,West,2021-06-06,25-34,False
479,MC000479,Robert,Martinez,robert.martinez479@example.com,Corporate,Mobile App,East,2018-04-14,25-34,False
480,MC000480,Noah,Wilson,noah.wilson480@example.com,Loyalty Member,In-Store,West,2026-04-19,65+,False
481,MC000481,Yuki,Kim,yuki.kim481@example.com,Loyalty Member,Online,Central,2019-03-14,35-44,False
482,MC000482,Noah,Lee,noah.lee482@example.com,Loyalty Member,Mobile App,West,2022-04-01,18-24,False
483,MC000483,David,Miller,david.miller483@example.com,Loyalty Member,In-Store,East,2019-09-21,35-44,False
484,MC000484,Emma,Wilson,emma.wilson484@example.com,Loyalty Member,Online,Central,2019-12-03,35-44,False
485,MC000485,James,Nguyen,james.nguyen485@example.com,Consumer,In-Store,East,2018-12-01,35-44,True
486,MC000486,Yuki,Lee,yuki.lee486@example.com,Consumer,In-Store,Central,2018-09-16,35-44,False
487,MC000487,Ethan,Smith,ethan.smith487@example.com,Consumer,Online,Central,2022-03-18,25-34,False
488,MC000488,John,Wilson,john.wilson488@example.com,Corporate,In-Store,West,2020-06-30,35-44,False
489,MC000489,Robert,Jones,robert.jones489@example.com,Loyalty Member,In-Store,Central,2021-04-01,35-44,False
490,MC000490,Mary,Thomas,mary.thomas490@example.com,Consumer,In-Store,Central,2026-04-29,18-24,True
491,MC000491,Patricia,Nguyen,patricia.nguyen491@example.com,Loyalty Member,Online,East,2018-09-20,35-44,False
492,MC000492,Elizabeth,Garcia,elizabeth.garcia492@example.com,Loyalty Member,In-Store,Central,2024-06-10,65+,False
493,MC000493,Elizabeth,Anderson,elizabeth.anderson493@example.com,Corporate,In-Store,West,2021-01-30,65+,False
494,MC000494,Ananya,Brown,ananya.brown494@example.com,Loyalty Member,Mobile App,East,2021-07-20,35-44,False
495,MC000495,Fatima,Wilson,fatima.wilson495@example.com,Loyalty Member,Online,Central,2021-01-26,65+,False
496,MC000496,Ethan,Taylor,ethan.taylor496@example.com,Consumer,Online,East,2020-04-15,18-24,False
497,MC000497,Ava,Lee,ava.lee497@example.com,Consumer,Mobile App,East,2019-12-20,35-44,False
498,MC000498,Jennifer,Lee,jennifer.lee498@example.com,Consumer,Mobile App,East,2025-04-19,25-34,False
499,MC000499,Noah,Moore,noah.moore499@example.com,Corporate,In-Store,West,2023-12-06,35-44,True
500,MC000500,Carlos,Kim,carlos.kim500@example.com,Loyalty Member,Online,Central,2025-09-07,35-44,False
501,MC000501,Liam,Kim,liam.kim501@example.com,Loyalty Member,Online,Central,2023-10-13,25-34,True
502,MC000502,Diego,Chen,diego.chen502@example.com,Loyalty Member,In-Store,West,2024-03-28,35-44,False
503,MC000503,Robert,Lee,robert.lee503@example.com,Consumer,Mobile App,Central,2024-04-06,65+,False
504,MC000504,Elizabeth,Taylor,elizabeth.taylor504@example.com,Consumer,Online,West,2022-02-18,25-34,False
505,MC000505,Liam,Wilson,liam.wilson505@example.com,Loyalty Member,Mobile App,West,2020-05-18,25-34,False
506,MC000506,Sofia,Davis,sofia.davis506@example.com,Consumer,Mobile App,West,2021-09-09,35-44,False
507,MC000507,Isabella,Smith,isabella.smith507@example.com,Consumer,In-Store,Central,2022-11-19,18-24,False
508,MC000508,Noah,Kim,noah.kim508@example.com,Consumer,Online,Central,2018-01-02,35-44,False
509,MC000509,Liam,Brown,liam.brown509@example.com,Corporate,In-Store,East,2023-03-08,25-34,False
510,MC000510,Elizabeth,Miller,elizabeth.miller510@example.com,Consumer,In-Store,West,2018-08-28,18-24,False
511,MC000511,Liam,Lee,liam.lee511@example.com,Loyalty Member,Online,Central,2023-06-11,25-34,True
512,MC000512,Yuki,Rodriguez,yuki.rodriguez512@example.com,Loyalty Member,Online,West,2021-11-17,25-34,False
513,MC000513,Liam,White,liam.white513@example.com,Corporate,Mobile App,East,2025-06-11,55-64,True
514,MC000514,Zara,Martinez,zara.martinez514@example.com,Corporate,Mobile App,West,2024-05-10,45-54,False
515,MC000515,Mary,Chen,mary.chen515@example.com,Corporate,Mobile App,East,2020-11-07,35-44,True
516,MC000516,Diego,Wilson,diego.wilson516@example.com,Loyalty Member,In-Store,Central,2022-12-30,45-54,True
517,MC000517,Arjun,Taylor,arjun.taylor517@example.com,Consumer,Online,East,2019-12-19,25-34,False
518,MC000518,Michael,Lopez,michael.lopez518@example.com,Consumer,Online,Central,2025-06-26,65+,False
